Jugador;Equipo;Posición principal;Posiciones;Edad;Valor de mercado (Transfermarkt);Vencimiento contrato;Partidos jugados;Minutos jugados;Goles;xG;Asistencias;xA;Duelos/90;Duelos ganados, %;País de nacimiento;Pasaporte;Pie;Altura;Peso;En prestamo;Acciones defensivas realizadas/90;Duelos defensivos/90;Duelos defensivos ganados, %;Duelos aéreos en los 90;Duelos aéreos ganados, %;Entradas/90;Posesión conquistada después de una entrada;Tiros interceptados/90;Interceptaciones/90;Posesión conquistada después de una interceptación;Faltas/90;Tarjetas amarillas;Tarjetas amarillas/90;Tarjetas rojas;Tarjetas rojas/90;Acciones de ataque exitosas/90;Goles/90;Goles (excepto los penaltis);Goles, excepto los penaltis/90;xG/90;Goles de cabeza;Goles de cabeza/90;Remates;Remates/90;Tiros a la portería, %;Goles hechos, %;Asistencias/90;Centros/90;Precisión centros, %;Centros desde la banda izquierda/90;Precisión centros desde la banda izquierda, %;Centros desde la banda derecha/90;Precisión centros desde la banda derecha, %;Centros al área pequeña/90;Regates/90;Regates realizados, %;Duelos atacantes/90;Duelos atacantes ganados, %;Toques en el área de penalti/90;Carreras en progresión/90;Aceleraciones/90;Pases recibidos /90;Pases largos recibidos/90;Faltas recibidas/90;Pases/90;Precisión pases, %;Pases hacia adelante/90;Precisión pases hacia adelante, %;Pases hacia atrás/90;Precision pases hacia atrás, %;Pases laterales/90;Precisión pases laterales, %;Pases cortos / medios /90;Precisión pases cortos / medios, %;Pases largos/90;Precisión pases largos, %;Longitud media pases, m;Longitud media pases largos, m;xA/90;Asistencias/90;Second assists/90;Third assists/90;Desmarques/90;Precisión desmarques, %;Jugadas claves/90;Pases en el último tercio/90;Precisión pases en el último tercio, %;Pases al área de penalti/90;Pases hacía el área pequeña, %;Pases en profundidad/90;Precisión pases en profundidad, %;Ataque en profundidad/90;Centros desde el último tercio/90;Pases progresivos/90;Precisión pases progresivos, %;Goles recibidos;Goles recibidos/90;Remates en contra;Remates en contra/90;Porterías imbatidas en los 90;Paradas, %;xG en contra;xG en contra/90;Goles evitados;Goles evitados/90;Pases hacía atrás recibidos del arquero/90;Salidas/90;Duelos aéreos en los 90;Tiros libres/90;Tiros libres directos/90;Tiros libres directos, %;Córneres/90;Penaltis a favor;Penaltis realizados, %;
S. Carrasco;Cobresal;CF;CF;19;0;;18;787;3;2,63;1;0,83;27,22;23,95;Chile;Chile;derecho;189;78;no;4,46;4,46;43,59;6,06;24,53;0,57;0,72;0,11;1,94;2,44;2,52;3;0,34;0;0;1,26;0,34;3;0,34;0,3;0;0;11;1,26;45,45;27,273;0,11;0,23;0;0;0;0,23;0;0;1,94;35,29;12,81;18,75;2,06;0,8;0;5,83;1,14;0,8;8,81;67,53;1,6;50;3,2;78,57;1,94;76,47;8,35;69,86;0,23;50;14,13;3,73;0,1;0,57;0;0;0;0;0,23;0,8;28,57;0,11;0;0;0;0,34;0;0,57;40;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0;
N. Julio;Coquimbo Unido;RW;RW;18;0;;1;48;0;0;0;0;;;Chile;Chile;;0;0;no;;;;;;;4,29;;;0;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,81;32,6;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
C. Morales;O'Higgins;RCMF;RCMF;17;0;;1;18;0;0;0;0;;;Chile;Chile;derecho;0;0;no;;;;;;;0;;;7,5;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
M. Roki;Cobresal;RCMF;RCMF;16;0;;2;100;0;0;0;0;;;Chile;Chile;derecho;172;66;no;;;;;;;0,81;;;0,81;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,05;18,54;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
D. Plaza;Colo Colo;AMF;AMF, RCMF;21;0;;2;73;0;0,08;0;0;;;Chile;Chile;derecho;178;67;no;;;;;;;3;;;6;;1;;0;;;;0;;;0;;2;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19,48;0;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
J. Oyarzún;Huachipato;CF;CF;21;0;;6;167;1;1,04;0;0;;;Chile;Chile;unknown;0;0;no;;;;;;;0;;;0;;0;;0;;;;1;;;1;;6;;;16,667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,7;0;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
I. González;Deportes Iquique;RWF;RWF, RW, LWF;20;0;;5;171;0;0,07;0;0,26;;;Chile;Chile;;0;0;no;;;;;;;0;;;1,71;;1;;0;;;;0;;;0;;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,27;20,49;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
J. Rossel;Universidad Católica;CF;CF;19;0;2025-12-31;15;324;1;1,02;0;0;;;Chile;Chile;unknown;0;0;no;;;;;;;0;;;5;;0;;0;;;;1;;;0;;6;;;16,667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,75;10,48;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
B. González;Universidad Católica;DMF;DMF, LCMF, AMF;21;0;;9;438;0;0,04;0;0,45;16,64;49,38;Chile;Chile;derecho;165;61;no;8,01;6,37;64,52;1,64;50;1,23;1,73;0,21;2,67;3,75;1,03;1;0,21;0;0;1,64;0;0;0;0,01;0;0;2;0,41;50;0;0;0,21;100;0,21;100;0;0;0;2,47;50;5,96;44,83;0;0,41;0;16,44;0;1,23;25,89;77,78;11,3;67,27;2,47;91,67;8,63;85,71;20,96;85,29;4,73;43,48;19,37;26,21;0,09;1,44;0;0;0;0;0,21;4,93;58,33;1,23;33,33;1,03;20;0,21;0;6,99;64,71;0;;0;;0;0;0;0;;;0;;;0,82;0,21;100;2,26;0;0;
J. Ortiz;Universidad Católica;RW;RW, LW, LB;20;0;;9;313;0;0,39;0;0,35;;;Chile;Chile;unknown;170;68;no;;;;;;;1,11;;;3,89;;1;;0;;;;0;;;0;;3;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,16;10,08;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
M. Maturana;O'Higgins;LAMF;LAMF, LW, RW;20;0;;9;290;0;0,26;0;0,27;;;Chile;Chile;derecho;0;0;no;;;;;;;2,21;;;4,41;;1;;1;;;;0;;;0;;4;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,78;18,93;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
M. Alvarado;Coquimbo Unido;RW;RW, LW, RAMF;21;0;;5;318;1;0,35;0;0,36;;;Chile;Chile;derecho;175;66;no;;;;;;;0;;;3,29;;1;;0;;;;1;;;1;;4;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,77;27,68;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
D. Monreal;Audax Italiano;LCB;LCB, RCB;22;0;;2;69;0;0;0;0;;;Chile;Chile;unknown;0;0;no;;;;;;;0;;;5,63;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,36;0;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
A. Valdés;Ñublense;LW;LW, LAMF;22;0;;13;330;0;0,5;1;0,76;;;Chile;Chile;derecho;175;78;no;;;;;;;0,44;;;3,97;;2;;0;;;;0;;;0;;4;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,01;22,25;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
N. Orrego;Cobreloa;RCMF;RCMF, RW, CF;22;0;;14;606;2;0,38;0;0,62;14,41;46,39;Chile;Chile;unknown;0;0;no;4,01;3,42;52,17;1,19;50;0,74;1,4;0;1,49;2,8;1,04;3;0,45;0;0;3,42;0,3;2;0,3;0,06;0;0;10;1,49;30;20;0;1,63;36,36;0,89;33,33;0,74;40;0,15;3,71;60;8,32;44,64;1,19;2,08;0;24,21;0,59;1,49;31,34;86,26;9,36;85,71;4,75;90,63;12,77;88,37;25,69;90,17;4,01;81,48;19,59;24,12;0,09;1,04;0;0;0,15;100;0,45;5,64;81,58;2,38;62,5;0,15;100;0,74;0,74;5,2;94,29;0;;0;;0;0;0;0;;;0;;;0,45;0;0;1,49;0;0;
F. Calisto;Copiapó;LB;LB;20;0;;15;1334;0;0,05;0;0,09;15,11;44,64;Chile;Chile;unknown;0;0;si;10,73;7,83;54,31;2,83;40,48;1,08;1,44;0,34;5,4;7,21;0,88;5;0,34;0;0;0,4;0;0;0;0;0;0;1;0,07;100;0;0;0,27;25;0,27;25;0;0;0;0,94;28,57;2,7;27,5;0,4;0,13;0;12,95;0,74;0,4;21,52;78,37;11;72,39;2,7;95;4,86;83,33;17,54;84,62;3,78;51,79;21,13;35,7;0,01;0,13;0;0;0;0;0,07;3,1;65,22;0,4;66,67;0,07;100;0,13;0,07;6;62,92;0;;0;;0;0;0;0;;;0,4;;;0;0;0;0;0;0;
J. Valladares;Copiapó;LWB;LWB, LB;22;0;;4;258;0;0,04;0;0,02;;;Chile;Chile;derecho;170;70;no;;;;;;;0,98;;;4,92;;0;;0;;;;0;;;0;;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,39;19,83;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
B. Ramirez;Cobresal;LW;LW, RCMF, LAMF;18;0;;3;70;0;0,14;0;0;;;Chile;Chile;;0;0;no;;;;;;;2,14;;;0;;1;;0;;;;0;;;0;;2;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,48;14,28;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
A. Encinas;Unión La Calera;LW;LW, LAMF, RAMF;20;0;;14;623;0;0,36;1;0,73;25,28;43,43;Argentina;Argentina;derecho;165;62;no;6,93;7,66;62,26;1,73;25;0;0;0;2,17;3,38;1,44;1;0,14;0;0;3,18;0;0;0;0,05;0;0;9;1,3;22,22;0;0,14;0,87;50;0,72;60;0,14;0;0,14;5,2;44,44;11,85;35,37;1,01;1,73;0,58;16,18;2,74;0,87;23,26;73,29;6,79;68,09;4,77;90,91;6,07;69,05;21,09;74,66;1,44;60;14,57;17,58;0,11;0,87;0;0;0,14;100;0,14;2,02;71,43;1,44;60;0,14;100;1,01;0,58;2,89;75;0;;0;;0;0;0;0;;;0,29;;;0;0;0;0,14;0;0;
L. Hernández;Colo Colo;RAMF;RAMF, LW, RWB;19;0;;6;225;0;0,02;0;0;;;Chile;Chile;derecho;168;56;no;;;;;;;0,77;;;2,31;;1;;0;;;;0;;;0;;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,64;22,78;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
E. Matus;Audax Italiano;LB;LB;22;0;;27;2050;0;1,17;1;1,93;17,43;53,9;Chile;Chile;izquierdo;170;65;no;10,45;7,73;66,48;2,06;48,94;0,13;0,18;0,18;5,18;7;0,57;1;0,04;0;0;2,72;0;0;0;0,05;0;0;11;0,48;27,27;0;0,04;3,64;27,71;3,56;28,4;0,04;0;0,22;2,99;52,94;5,75;43,51;0,97;2,37;1,01;19,62;1,23;0,44;30,16;69,43;12,25;64,87;4;92,31;8,25;69,68;23,31;79,47;3,42;42,31;18,19;27,36;0,08;0,88;0;0;0;0;0,4;3,64;60,24;2,94;41,79;0,18;25;0,53;0,92;6,63;66,23;0;;0;;0;0;0;0;;;0,35;;;0,18;0;0;0,22;0;0;
F. Massri;Unión Española;LB;LB, LDMF, LCMF;22;0;;19;1605;1;0,23;0;0,2;13,18;52,77;Chile;Chile, Palestine;izquierdo;173;67;no;7,96;6,06;63,89;2,86;41,18;0,17;0,26;0,34;3,93;6,14;0,67;1;0,06;0;0;0,95;0,06;1;0,06;0,01;0;0;10;0,56;30;10;0;1,63;13,79;1,63;13,79;0;0;0,28;0,9;62,5;2,19;51,28;0,5;1,35;0,28;34,04;1,51;0,5;45,64;84,52;18,28;77,91;6;93,46;14,47;89,53;39,08;91,1;4,99;55,06;19,15;28,8;0,01;0,34;0,06;0;0,06;0;0,17;6,39;72,81;1,29;30,43;0,22;25;0,28;0,22;8,24;74,83;0;;0;;0;0;0;0;;;0,67;;;0,06;0;0;0,22;0;0;
B. Roco;Unión Española;RCB;RCB;20;0;;16;1590;0;0,06;0;0,05;14,66;59,85;Chile;Chile;derecho;183;78;no;9,68;6,28;70,27;3,4;55;0,28;0,43;0,4;4,98;7,65;0,79;7;0,4;0;0;0,28;0;0;0;0;0;0;2;0,11;50;0;0;0,23;0;0,06;0;0,17;0;0;0,45;50;1,75;35,48;0,06;0,34;0,06;23,89;0,34;0,79;38,49;87,65;16,64;80,61;1,3;95,65;16,64;94,56;32,66;93,76;5,6;55,56;22,19;39,8;0;0,06;0,11;0;0;0;0;3,62;62,5;0,34;16,67;0,23;0;0,06;0;7,13;68,25;0;;0;;0;0;0;0;;;1,08;;;0;0;0;0;0;0;
T. Gillier;Universidad Católica;GK;GK;20;0;;20;2052;0;0;0;0;0,61;71,43;Chile;Chile, France;derecho;186;73;no;1,71;0,09;50;0,35;87,5;0;0;0;1,67;2,76;0;3;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,13;66,67;0;0;0;9,17;0,26;0,18;15,31;82,52;7,46;70;0,04;100;6,84;94,87;10,7;97,95;4,61;46,67;29,63;49,21;0;0;0;0;0;0;0;1,62;37,84;0,26;0;0,13;0;0;0;2,94;61,19;24;1,05;87;3,82;6;72,41;24,37;1,07;0,37;0,016;0,04;1,62;0,35;;;;0;0;0;
F. Moya;Ñublense;LCMF;LCMF, LDMF, RDMF;18;0;;18;1036;3;1,75;0;0,73;15,12;44,83;Chile;Chile;unknown;0;0;no;7,47;5,91;66,18;1,82;38,1;0,43;0,61;0,09;3,13;4,41;0,87;0;0;0;0;1,74;0,26;3;0,26;0,15;1;0,09;12;1,04;50;25;0;1,22;28,57;0,61;14,29;0,43;40;0,35;1,91;45,45;4,95;31,58;1,39;0,52;0;27,8;0,87;0,52;37,7;84,1;10,69;73,98;6,86;96,2;13,73;87,97;32,92;87,6;3,65;69,05;17,11;28,68;0,06;0,61;0,09;0;0;0;0,26;5,04;70,69;1,82;57,14;0,43;80;0,69;0,35;5,39;79,03;0;;0;;0;0;0;0;;;0,69;;;0;0;0;0,17;0;0;
F. Faúndez;O'Higgins;RB;RB, RWB;18;0;;5;352;0;0;0;0,09;;;Chile;Chile;;0;0;no;;;;;;;1,4;;;9,07;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,67;40,8;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
A. Encinas;Unión La Calera;LW;LW, LAMF, RAMF;20;-;-;14;623;0;0.36;1;0.73;25.28;43.43;Argentina;Argentina;derecho;165;62;no;6.93;7.66;62.26;1.73;25;-;-;-;2.17;3.38;1.44;1;0.14;-;-;3.18;-;-;-;0.05;-;-;9;1.3;22.22;-;0.14;0.87;50;0.72;60;0.14;-;0.14;5.2;44.44;11.85;35.37;1.01;1.73;0.58;16.18;2.74;0.87;23.26;73.29;6.79;68.09;4.77;90.91;6.07;69.05;21.09;74.66;1.44;60;14.57;17.58;0.11;0.87;-;-;0.14;100;0.14;2.02;71.43;1.44;60;0.14;100;1.01;0.58;2.89;75;-;-;-;-;-;-;-;-;-;-;0.29;-;-;-;-;-;0.14;-;-;
A. Saldivia;Colo Colo;RCB;RCB;22;-;-;20;1931;0;0.74;1;0.72;16.78;62.78;Uruguay;Uruguay;derecho;180;80;no;9.04;6.48;74.1;5.59;57.5;0.14;0.27;0.37;4.1;7.79;0.84;8;0.37;-;-;1.07;-;-;-;0.03;-;-;11;0.51;36.36;-;0.05;0.09;100;-;-;0.09;100;0.05;0.98;76.19;2.33;54;0.7;1.72;0.23;37.61;0.79;0.37;52.71;89.3;21.39;79.96;4.05;96.55;20.09;95.82;46.89;92.74;5.73;60.98;20.98;42.17;0.03;0.28;-;-;0.09;50;0.09;6.8;73.29;1.07;47.83;0.61;38.46;0.47;0.05;9.18;76.14;-;-;-;-;-;-;-;-;-;-;2.38;-;-;0.05;-;-;0.05;-;-;
A. Santander;Cobresal;GK;GK;21;-;-;4;414;0;-;-;-;1.09;80;Chile;Chile;derecho;177;76;no;1.52;-;-;0.43;50;-;-;-;1.52;2.06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.96;0.22;0.22;11.74;87.04;5.43;76;-;-;5.87;96.3;7.17;96.97;4.57;71.43;35.32;48.8;-;-;-;-;-;-;-;0.65;100;-;-;-;-;-;-;2.83;84.62;7;1.52;17;3.7;1;58.82;5.1;1.11;-1.9;-0.413;-;1.74;0.43;-;-;-;-;-;-;
B. Chandía;Coquimbo Unido;LW;LW, RW, CF;21;-;-;31;2029;2;2.79;1;0.94;16.86;39.74;Chile;Chile;derecho;166;62;no;6.25;5.68;64.06;1.29;10.34;0.27;0.34;0.04;2.35;2.98;0.84;3;0.13;-;-;2.71;0.09;2;0.09;0.12;-;-;30;1.33;40;6667;0.04;2.88;24.62;2.4;27.78;0.49;9.09;0.4;3.19;44.44;6.74;32.24;1.77;1.77;0.53;20;1.29;0.44;27.19;71.45;9.54;64.19;5.37;91.74;6.48;63.01;22.05;79.68;2.31;50;17.13;23.31;0.04;0.58;0.09;-;0.22;20;0.13;3.24;63.01;3.02;45.59;0.35;12.5;0.71;0.75;4.04;81.32;-;-;-;-;-;-;-;-;-;-;0.09;-;-;-;-;-;1.11;-;-;
B. Mellado;Huachipato;LCB;LCB;20;-;-;5;381;0;-;-;0.11;-;-;Chile;Chile;-;-;-;no;-;-;-;-;-;-;0.33;-;-;9.23;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23.86;41.03;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
B. Valdes;Cobreloa;LW;LW, RW, RAMF;23;-;-;15;553;0;0.51;-;0.35;22.13;42.65;Chile;Chile;derecho;167;62;no;5.37;4.88;63.33;1.14;57.14;0.33;0.54;-;1.95;3.24;1.14;2;0.33;-;-;5.86;-;-;-;0.08;-;-;8;1.3;25;-;-;4.07;40;1.3;37.5;2.77;41.18;0.33;6.84;54.76;13.51;38.55;1.79;3.25;0.33;18.39;2.12;1.46;25.71;67.09;4.56;57.14;3.25;80;12.04;72.97;18.55;75.44;3.42;47.62;21.21;28.67;0.06;1.14;-;-;0.16;100;0.49;2.12;76.92;4.23;53.85;0.33;-;1.14;1.63;6.18;73.68;-;-;-;-;-;-;-;-;-;-;-;-;-;0.16;-;-;1.3;-;-;
C. Castillo;O'Higgins;LCMF;LCMF, RCMF, DMF;21;-;-;8;475;0;-;-;0.07;14.21;48;Chile;Chile;derecho;177;75;no;7.77;7.58;57.5;1.71;33.33;0.57;0.74;0.38;2.84;3.72;1.71;2;0.38;-;-;0.19;-;-;-;-;-;-;2;0.38;-;-;-;0.19;-;-;-;0.19;-;-;0.57;33.33;2.27;41.67;-;-;-;14.59;-;0.57;25.58;75.56;9.66;64.71;3.41;83.33;8.34;93.18;21.22;83.04;4.17;40.91;20.84;25.24;0.01;0.19;-;-;-;-;0.19;4.17;63.64;0.57;66.67;0.38;50;0.19;-;5.87;41.94;-;-;-;-;-;-;-;-;-;-;0.57;-;-;-;-;-;-;-;-;
C. Riquelme;Colo Colo;LB;LB, LWB;21;-;-;19;1362;0;0.26;-;0.87;19.23;46.05;Chile;Chile;izquierdo;173;67;no;9.58;8.72;56.82;3.63;52.73;0.46;0.7;0.13;4.16;6.32;1.52;5;0.33;1;0.07;1.59;-;-;-;0.02;-;-;4;0.26;50;-;-;3.24;32.65;3.24;32.65;-;-;0.26;1.39;28.57;3.7;19.64;1.06;1.92;0.73;17.64;2.11;0.26;27.29;75.54;10.57;73.75;5.09;94.81;7.47;67.26;20.15;83.61;4.1;69.35;21.1;31.58;0.06;0.66;-;-;-;-;0.33;3.3;64;2.71;34.15;0.13;-;0.33;1.06;7.14;71.3;-;-;-;-;-;-;-;-;-;-;0.2;-;-;-;-;-;-;-;-;
C. Toro;Cobresal;LCB;LCB, RCB;23;-;-;8;809;0;0.3;-;-;12.24;59.09;Chile;Chile;derecho;183;78;no;9.23;7.34;65.15;2.45;54.55;0.22;0.25;0.67;4.23;4.77;0.56;-;-;-;-;0.22;-;-;-;0.03;-;-;4;0.44;50;-;-;0.11;-;-;-;0.11;-;-;0.11;-;0.67;50;0.67;0.11;-;19.91;0.11;0.22;31.59;85.21;13.46;76.86;1.11;100;14.24;92.97;27.81;90;3.67;51.52;21.94;41.78;-;-;-;-;-;-;-;2.22;60;0.44;-;0.33;33.33;-;-;6.79;55.74;-;-;-;-;-;-;-;-;-;-;0.56;-;-;-;-;-;-;-;-;
D. Arias;Deportes Iquique;RB;RB;17;-;-;2;200;1;0.08;-;-;-;-;Chile;Chile;-;-;-;no;-;-;-;-;-;-;1.3;-;-;5.87;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21.89;43.85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
D. Escobar;Coquimbo Unido;RB;RB;23;-;-;30;2790;0;1.41;3;3.3;18.13;52.14;Chile;Chile;derecho;175;66;no;10.16;8.32;64.34;2.97;52.17;0.16;0.2;0.19;4.65;5.86;0.77;5;0.16;-;-;2.55;-;-;-;0.05;-;-;18;0.58;38.89;-;0.1;3.03;37.23;-;-;3.03;37.23;0.32;2.13;53.03;4.84;39.33;1.68;2.32;0.65;22.94;2.35;0.81;34.9;75.69;14.65;68.06;4.52;95;10.13;77.39;27.52;83.94;4.68;48.97;19.27;39;0.11;0.77;-;0.03;0.1;66.67;0.48;5.74;64.61;2.84;39.77;0.42;38.46;0.58;1.03;8.32;75.97;-;-;-;-;-;-;-;-;-;-;0.68;-;-;-;-;-;-;-;-;
D. Piña;Audax Italiano;LB;LB, LCB;22;-;-;6;399;0;-;-;-;-;-;Chile;Chile;izquierdo;188;80;no;-;-;-;-;-;-;0.55;-;-;9;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18.96;22.96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
D. Plaza;Coquimbo Unido;RW;RW;23;-;-;1;21;0;-;-;-;-;-;Chile;Chile;derecho;169;64;no;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17.27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
D. Romero;Unión La Calera;CF;CF;21;-;-;9;842;6;3.15;-;0.09;21.38;29.5;Argentina;Argentina;derecho;179;76;si;2.67;2.24;38.1;8.12;43.42;-;-;0.21;1.82;2.13;0.43;1;0.11;-;-;1.82;0.64;6;0.64;0.34;2;0.21;27;2.89;40.74;22222;-;0.21;-;-;-;0.21;-;-;2.24;28.57;8.66;17.28;2.57;0.75;0.32;8.87;1.92;0.53;11.12;58.65;2.24;38.1;4.81;75.56;2.78;57.69;10.37;60.82;0.64;33.33;13.53;12.05;0.01;0.21;0.11;-;-;-;-;1.07;60;0.64;16.67;-;-;0.11;-;1.07;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
D. Ulloa;Unión La Calera;LB;LB, LCB;21;-;-;20;1171;1;0.1;-;0.72;20.29;55.68;Chile;Chile;izquierdo;178;69;si;10.45;8.3;68.52;2.92;63.16;-;-;0.08;4.77;6.14;0.92;5;0.38;-;-;1.31;0.08;1;0.08;0.01;-;-;5;0.38;20;20;-;1.46;26.32;1.38;27.78;0.08;-;0.08;1.61;52.38;6.84;41.57;0.46;1.61;0.38;15.76;1.23;1;28.21;73.3;13.83;63.33;4.46;96.55;7.3;77.89;21.9;81.75;5;49.23;20.78;32.9;0.06;0.46;-;-;0.08;-;0.31;3.61;48.94;1.46;21.05;0.23;33.33;0.08;0.46;6.69;54.02;-;-;-;-;-;-;-;-;-;-;0.31;-;-;-;-;-;-;-;-;
D. Rojas;Deportes Iquique;RB;RB;20;-;-;9;762;0;0.27;1;0.44;18.78;50.31;Chile;Chile;-;-;-;no;11.57;8.03;70.59;2.48;38.1;0.94;1.6;0.47;4.96;8.4;1.06;3;0.35;-;-;2.48;-;-;-;0.03;-;-;4;0.47;25;-;0.12;3.9;30.3;-;-;3.9;30.3;0.47;2.01;58.82;4.72;45;0.94;1.18;-;18.66;1.54;0.47;32.36;70.8;14.29;67.77;4.13;91.43;8.98;72.37;24.8;78.1;3.78;65.63;20.42;39.64;0.05;0.71;-;-;-;-;0.24;5.55;76.6;3.43;44.83;0.24;50;0.59;1.3;9.21;71.79;-;-;-;-;-;-;-;-;-;-;0.59;-;-;-;-;-;-;-;-;
E. Calderon;O'Higgins;CF;CF, RW, RAMF;20;-;-;20;1212;3;2.85;1;0.68;25.32;39;Chile;Chile;-;-;-;no;5.64;4.68;57.14;8.02;30.56;0.07;0.12;0.07;2.9;4.55;1.63;4;0.3;1;0.07;2.6;0.22;3;0.22;0.21;-;-;27;2;33.33;11111;0.07;1.63;18.18;0.37;20;1.26;17.65;0.22;2.23;66.67;9.06;36.89;3.19;1.19;0.45;12.4;2.38;1.26;19.08;72.37;4.08;52.73;5.64;90.79;5.35;75;16.41;78.73;1.04;57.14;18.54;17.68;0.05;0.52;0.07;-;0.15;100;0.45;2;48.15;1.56;42.86;0.22;100;0.89;0.22;1.86;88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
E. Calderón;Copiapó;RCB;RCB;23;-;-;6;603;0;0.95;-;-;24.18;64.81;Chile;Chile;derecho;188;80;si;14.78;10.75;70.83;6.27;64.29;0.15;0.21;0.9;7.01;9.93;1.79;2;0.3;-;-;0.6;-;-;-;0.14;-;-;4;0.6;-;-;-;0.75;20;0.15;-;0.6;25;-;0.45;100;4.78;53.13;1.04;1.04;0.45;14.18;0.9;0.75;31.79;75.59;15.37;71.84;2.24;86.67;11.34;84.21;24.33;85.28;6.72;46.67;23.67;40.89;-;-;-;-;-;-;-;5.52;62.16;0.9;33.33;0.15;-;0.3;0.3;8.36;66.07;-;-;-;-;-;-;-;-;-;-;0.9;-;-;-;-;-;-;-;-;
